Programme Number,Cast or Crew?,Person/Group Name,Role,Person/Group URI
90WT1602,cast,Ronald Pickup,Contributor,http://dbpedia.org/resource/Ronald_Pickup
90WT1602,cast,Margaret Drabble,Contributor,http://shakespeare.acropolis.org.uk/people/Margaret+Drabble
90WT1603,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
90WT1603,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
90WT1603,cast,Rosalind Shanks,Contributor,http://shakespeare.acropolis.org.uk/people/Rosalind+Shanks
90WT1603,cast,Andrew Sachs,Contributor,http://dbpedia.org/resource/Andrew_Sachs
89DA6372,cast,Michael Maloney,Marcus Brutus,http://dbpedia.org/resource/Michael_Maloney
89DA6372,crew,Richard Imison,Director,http://shakespeare.acropolis.org.uk/people/Richard+Imison
89DA6372,cast,Clive Merrison,Caius Cassius,http://shakespeare.acropolis.org.uk/people/Clive+Merrison
89DA6372,cast,Gerard Murphy,Mark Antony,http://shakespeare.acropolis.org.uk/people/Gerard+Murphy
89DA6372,cast,Paul Daneman,Julius Caesar,http://dbpedia.org/resource/Paul_Daneman
89DA6372,cast,Gary Waldhorn,Casca,http://shakespeare.acropolis.org.uk/people/Gary+Waldhorn
89DA6372,cast,Emily Richard,Portia,http://shakespeare.acropolis.org.uk/people/Emily+Richard
89DA6372,cast,Jo Kendall,Calpurnia,http://shakespeare.acropolis.org.uk/people/Jo+Kendall
89DA6372,cast,John Gabriel,Flavius,http://shakespeare.acropolis.org.uk/people/John+Gabriel
89DA6372,cast,John Gabriel,Stato,http://shakespeare.acropolis.org.uk/people/John+Gabriel
89DA6372,cast,David Goudge,Marullus,http://shakespeare.acropolis.org.uk/people/David+Goudge
89DA6372,cast,David Goudge,Lucilius,http://shakespeare.acropolis.org.uk/people/David+Goudge
89DA6372,cast,Godfrey Kenton,Soothsayer,http://shakespeare.acropolis.org.uk/people/Godfrey+Kenton
89DA6372,cast,Paul Downing,Lucius,http://shakespeare.acropolis.org.uk/people/Paul+Downing
89DA6372,cast,Joe Dunlop,Trebonius,http://shakespeare.acropolis.org.uk/people/Joe+Dunlop
89DA6372,cast,Peter Howell,Decius Brutus,http://shakespeare.acropolis.org.uk/people/Peter+Howell
89DA6372,cast,Peter Howell,Messala,http://shakespeare.acropolis.org.uk/people/Peter+Howell
89DA6372,cast,Charles Simpson,Octavius Caesar,http://shakespeare.acropolis.org.uk/people/Charles+Simpson
89DA6372,cast,Stephen Garlick,Young Cato,http://shakespeare.acropolis.org.uk/people/Stephen+Garlick
89DA6372,cast,John Bull,Titinius,http://shakespeare.acropolis.org.uk/people/John+Bull
89DA6372,cast,Michael Graham Cox,Cicero,http://dbpedia.org/resource/Michael_Graham_Cox
89DA6372,cast,Michael Graham Cox,Clitus,http://dbpedia.org/resource/Michael_Graham_Cox
89DA6372,cast,Ben Onwukwe,Pindarus,http://shakespeare.acropolis.org.uk/people/Ben+Onwukwe
91WT1641,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
91WT1641,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
91WT1641,cast,Tim Pigott-Smith,Contributor,http://dbpedia.org/resource/Tim_Pigott-Smith
91WT1641,cast,Elizabeth Bell,Contributor,http://shakespeare.acropolis.org.uk/people/Elizabeth+Bell
91WT1641,cast,Gavin Ewart,Contributor,http://shakespeare.acropolis.org.uk/people/Gavin+Ewart
52SX4736,cast,Susannah Harker,Helena,http://shakespeare.acropolis.org.uk/people/Susannah+Harker
52SX4736,crew,Clive Brill,Director,http://shakespeare.acropolis.org.uk/people/Clive+Brill
52SX4736,cast,Julia Ford,Hermia,http://shakespeare.acropolis.org.uk/people/Julia+Ford
52SX4736,crew,Dominique Legendre,Musical Director,http://shakespeare.acropolis.org.uk/people/Dominique+Legendre
52SX4736,cast,James MacPherson,Lysander,http://shakespeare.acropolis.org.uk/people/James+MacPherson
52SX4736,cast,Stephen Tompkinson,Demetrius,http://dbpedia.org/resource/Stephen_Tompkinson
52SX4736,cast,Adjoa Andoh,Titania,http://shakespeare.acropolis.org.uk/people/Adjoa+Andoh
52SX4736,cast,Hakeem Kae-Kazim,Oberon,http://shakespeare.acropolis.org.uk/people/Hakeem+Kae-Kazim
52SX4736,cast,Emma Fielding,Puck,http://shakespeare.acropolis.org.uk/people/Emma+Fielding
52SX4736,cast,Tony Armatrading,Bottom,http://shakespeare.acropolis.org.uk/people/Tony+Armatrading
52SX4736,cast,John Carlisle,Theseus,http://shakespeare.acropolis.org.uk/people/John+Carlisle
52SX4736,cast,Jeff Rawle,Quince,http://shakespeare.acropolis.org.uk/people/Jeff+Rawle
52SX4736,cast,Katy Behean,Hippolyta,http://shakespeare.acropolis.org.uk/people/Katy+Behean
52SX4736,cast,Roger Hammond,Egeus,http://shakespeare.acropolis.org.uk/people/Roger+Hammond
52SX4736,cast,Richard Pearce,Flute,http://shakespeare.acropolis.org.uk/people/Richard+Pearce
52SX4736,cast,John Hollis,Snout,http://shakespeare.acropolis.org.uk/people/John+Hollis
52SX4736,cast,Charles Millham,Snug,http://shakespeare.acropolis.org.uk/people/Charles+Millham
52SX4736,cast,Roger Griffiths,Starveling,http://shakespeare.acropolis.org.uk/people/Roger+Griffiths
52SX4736,cast,Roger Griffiths,Cobweb,http://shakespeare.acropolis.org.uk/people/Roger+Griffiths
52SX4736,cast,Melanie Nicholson,A Fairy,http://shakespeare.acropolis.org.uk/people/Melanie+Nicholson
52SX4736,cast,Melanie Nicholson,Mustardseed,http://shakespeare.acropolis.org.uk/people/Melanie+Nicholson
52SX4736,cast,Thelma Lawson,Peaseblossom,http://shakespeare.acropolis.org.uk/people/Thelma+Lawson
52SX4736,cast,Carol Grimes,Lead Singer,http://shakespeare.acropolis.org.uk/people/Carol+Grimes
91WT1651,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
91WT1651,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
91WT1651,cast,Barbara Jefford,Contributor,http://dbpedia.org/resource/Barbara_Jefford
91WT1651,cast,Anthony Hyde,Contributor,http://shakespeare.acropolis.org.uk/people/Anthony+Hyde
54SX2496,cast,Tim McInnerny,Macbeth,http://shakespeare.acropolis.org.uk/people/Tim+McInnerny
54SX2496,crew,Nigel Bryant,Director,http://shakespeare.acropolis.org.uk/people/Nigel+Bryant
54SX2496,cast,Harriet Walter,Lady Macbeth,http://shakespeare.acropolis.org.uk/people/Harriet+Walter
54SX2496,crew,Vic Gammon,Music,http://shakespeare.acropolis.org.uk/people/Vic+Gammon
54SX2496,cast,David Robb,Banquo,http://dbpedia.org/resource/David_Robb
54SX2496,cast,Michael Lumsden,Macduff,http://shakespeare.acropolis.org.uk/people/Michael+Lumsden
54SX2496,cast,Maurice Denham,King Duncan,http://dbpedia.org/resource/Maurice_Denham
54SX2496,cast,Kim Wall,Malcolm,http://shakespeare.acropolis.org.uk/people/Kim+Wall
54SX2496,cast,Jonathan Wyatt,Ross,http://shakespeare.acropolis.org.uk/people/Jonathan+Wyatt
54SX2496,cast,David Holt,Lennox,http://shakespeare.acropolis.org.uk/people/David+Holt
54SX2496,cast,Neal Foster,Fleance,http://shakespeare.acropolis.org.uk/people/Neal+Foster
54SX2496,cast,Andy Hockley,Porter,http://shakespeare.acropolis.org.uk/people/Andy+Hockley
54SX2496,cast,Martin Reeve,Murderer,http://shakespeare.acropolis.org.uk/people/Martin+Reeve
54SX2496,cast,Nicola Redmond,Lady Macduff,http://shakespeare.acropolis.org.uk/people/Nicola+Redmond
54SX2496,cast,Edward Long,Macduff's son,http://shakespeare.acropolis.org.uk/people/Edward+Long
54SX2496,cast,Geoffrey Banks,Doctor,http://shakespeare.acropolis.org.uk/people/Geoffrey+Banks
54SX2496,cast,Kathryn Hurlbutt,Gentlewoman,http://shakespeare.acropolis.org.uk/people/Kathryn+Hurlbutt
54SX2496,cast,Graham Colclough,Siward,http://shakespeare.acropolis.org.uk/people/Graham+Colclough
54SX2496,cast,Mary Wimbush,Witch,http://shakespeare.acropolis.org.uk/people/Mary+Wimbush
54SX2496,cast,Steven Granville,Witch,http://shakespeare.acropolis.org.uk/people/Steven+Granville
54SX2496,cast,Tamsin Greig,Witch,http://shakespeare.acropolis.org.uk/people/Tamsin+Greig
54SX2496,cast,Richard Avery,Hecat,http://shakespeare.acropolis.org.uk/people/Richard+Avery
92WT1502,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
92WT1502,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
92WT1502,cast,Richard Pasco,Contributor,http://dbpedia.org/resource/Richard_Pasco
92WT1502,crew,Julian Wilkinson,Producer,http://shakespeare.acropolis.org.uk/people/Julian+Wilkinson
92WT1502,cast,Sara Markland,Contributor,http://shakespeare.acropolis.org.uk/people/Sara+Markland
92WT1502,cast,Les Murray,Contributor,http://shakespeare.acropolis.org.uk/people/Les+Murray
92DA7190,cast,Kenneth Branagh,Hamlet,http://dbpedia.org/resource/Kenneth_Branagh
92DA7190,crew,Kenneth Branagh,Director,http://dbpedia.org/resource/Kenneth_Branagh
92DA7190,cast,Derek Jacobi,Claudius,http://dbpedia.org/resource/Derek_Jacobi
92DA7190,crew,Glyn Dearman,Director,http://dbpedia.org/resource/Glyn_Dearman
92DA7190,cast,Judi Dench,Gertrude,http://dbpedia.org/resource/Judi_Dench
92DA7190,crew,Patrick Doyle,Music,http://shakespeare.acropolis.org.uk/people/Patrick+Doyle
92DA7190,cast,Richard Briers,Polonius,http://shakespeare.acropolis.org.uk/people/Richard+Briers
92DA7190,cast,Michael Williams,Horatio,http://shakespeare.acropolis.org.uk/people/Michael+Williams
92DA7190,cast,Sophie Thompson,Ophelia,http://shakespeare.acropolis.org.uk/people/Sophie+Thompson
92DA7190,cast,James Wilby,Laertes,http://shakespeare.acropolis.org.uk/people/James+Wilby
92DA7190,cast,Michael Elphick,First Gravedigger,http://dbpedia.org/resource/Michael_Elphick
92DA7190,cast,Michael Hordern,Player King,http://dbpedia.org/resource/Michael_Hordern
92DA7190,cast,Emma Thompson,Player Queen,http://dbpedia.org/resource/Emma_Thompson
92DA7190,cast,John Gielgud,Ghost,http://dbpedia.org/resource/John_Gielgud
92DA7190,cast,Gerard Horan,Rosencrantz,http://shakespeare.acropolis.org.uk/people/Gerard+Horan
92DA7190,cast,Christopher Ravenscroft,Guildenstern,http://shakespeare.acropolis.org.uk/people/Christopher+Ravenscroft
92DA7190,cast,Richard Clifford,Osric,http://shakespeare.acropolis.org.uk/people/Richard+Clifford
92DA7190,cast,James Simmons,Fortinbras,http://shakespeare.acropolis.org.uk/people/James+Simmons
92DA7190,cast,Paul Gregory,Barnardo,http://shakespeare.acropolis.org.uk/people/Paul+Gregory
92DA7190,cast,Alex Lowe,Francesco,http://dbpedia.org/resource/Alex_Lowe_(actor)
92DA7190,cast,Andrew Jarvis,Marcellus,http://shakespeare.acropolis.org.uk/people/Andrew+Jarvis
92DA7190,cast,Mark Hadfield,Second Gravedigger,http://shakespeare.acropolis.org.uk/people/Mark+Hadfield
92DA7190,cast,Shaun Prendergast,Voltemand,http://shakespeare.acropolis.org.uk/people/Shaun+Prendergast
92DA7190,cast,Abigail Reynolds,Gentlewoman,http://shakespeare.acropolis.org.uk/people/Abigail+Reynolds
91DA2167,cast,Peter Jeffrey,Seltazar,http://dbpedia.org/resource/Peter_Jeffrey
91DA2167,crew,Richard Wortley,Director,http://shakespeare.acropolis.org.uk/people/Richard+Wortley
91DA2167,cast,Harriet Walter,Fornia,http://shakespeare.acropolis.org.uk/people/Harriet+Walter
91DA2167,crew,Perry Pontac,Author,http://shakespeare.acropolis.org.uk/people/Perry+Pontac
91DA2167,cast,John Moffatt,The King,http://dbpedia.org/resource/John_Moffatt_(actor)
91DA2167,cast,Simon Russell Beale,A Fool,http://shakespeare.acropolis.org.uk/people/Simon+Russell+Beale
92WT1702,cast,Andrew McAllister,Presenter,http://shakespeare.acropolis.org.uk/people/Andrew+McAllister
92WT1702,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
92WT1702,cast,Tom Paulin,Contributor,http://shakespeare.acropolis.org.uk/people/Tom+Paulin
92WT1521,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
92WT1521,crew,Julian Wilkinson,Producer,http://shakespeare.acropolis.org.uk/people/Julian+Wilkinson
92WT1521,cast,Sorcha Cusack,Contributor,http://shakespeare.acropolis.org.uk/people/Sorcha+Cusack
92WT1521,cast,Ronald Pickup,Contributor,http://dbpedia.org/resource/Ronald_Pickup
92DA3100,cast,Joss Ackland,Sir Toby Belch,http://dbpedia.org/resource/Joss_Ackland
92DA3100,crew,Nigel Bryant,Director,http://shakespeare.acropolis.org.uk/people/Nigel+Bryant
92DA3100,cast,Iain Cuthbertson,Malvolio,http://shakespeare.acropolis.org.uk/people/Iain+Cuthbertson
92DA3100,crew,Sandy Loewenthal,Music,http://shakespeare.acropolis.org.uk/people/Sandy+Loewenthal
92DA3100,cast,Michael Maloney,Orsino,http://dbpedia.org/resource/Michael_Maloney
92DA3100,crew,Barrington Pheloung,Music,http://shakespeare.acropolis.org.uk/people/Barrington+Pheloung
92DA3100,cast,Eve Matheson,Viola,http://shakespeare.acropolis.org.uk/people/Eve+Matheson
92DA3100,cast,Rudolph Walker,Feste,http://shakespeare.acropolis.org.uk/people/Rudolph+Walker
92DA3100,cast,Carolyn Backhouse,Olivia,http://shakespeare.acropolis.org.uk/people/Carolyn+Backhouse
92DA3100,cast,Adjoa Andoh,Maria,http://shakespeare.acropolis.org.uk/people/Adjoa+Andoh
92DA3100,cast,William Chubb,Sir Andrew Aguecheek,http://shakespeare.acropolis.org.uk/people/William+Chubb
92DA3100,cast,Roger Hume,Fabian,http://shakespeare.acropolis.org.uk/people/Roger+Hume
92DA3100,cast,Jonathan Wyatt,Valentine,http://shakespeare.acropolis.org.uk/people/Jonathan+Wyatt
92DA3100,cast,Jason Yates,Sea Captain,http://shakespeare.acropolis.org.uk/people/Jason+Yates
92DA3100,cast,Simon Fielder,Sebastian,http://shakespeare.acropolis.org.uk/people/Simon+Fielder
92DA3100,cast,Avi Nassa,Antonio,http://shakespeare.acropolis.org.uk/people/Avi+Nassa
92WT1545,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
92WT1545,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
92WT1545,cast,Elizabeth Bell,Contributor,http://shakespeare.acropolis.org.uk/people/Elizabeth+Bell
92WT1545,cast,Stephen Thorne,Contributor,http://shakespeare.acropolis.org.uk/people/Stephen++Thorne
92DA3353,cast,Kenneth Branagh,Romeo,http://dbpedia.org/resource/Kenneth_Branagh
92DA3353,crew,Patrick Doyle,Music,http://shakespeare.acropolis.org.uk/people/Patrick+Doyle
92DA3353,cast,Ian Holm,Chorus,http://dbpedia.org/resource/Ian_Holm
92DA3353,crew,John Powell,Music,http://shakespeare.acropolis.org.uk/people/John+Powell
92DA3353,cast,Mark Hadfield,Samson,http://shakespeare.acropolis.org.uk/people/Mark+Hadfield
92DA3353,crew,Kenneth Branagh,Director,http://dbpedia.org/resource/Kenneth_Branagh
92DA3353,cast,Andy Hockley,Gregory,http://shakespeare.acropolis.org.uk/people/Andy+Hockley
92DA3353,crew,Glyn Dearman,Director,http://dbpedia.org/resource/Glyn_Dearman
92DA3353,cast,Richard Clifford,Abraham,http://shakespeare.acropolis.org.uk/people/Richard+Clifford
92DA3353,cast,Richard Clifford,Balthasar,http://shakespeare.acropolis.org.uk/people/Richard+Clifford
92DA3353,cast,Simon Callow,Benvolio,http://shakespeare.acropolis.org.uk/people/Simon+Callow
92DA3353,cast,Iain Glen,Tybalt,http://shakespeare.acropolis.org.uk/people/Iain+Glen
92DA3353,cast,Richard Briers,Capulet,http://shakespeare.acropolis.org.uk/people/Richard+Briers
92DA3353,cast,Sheila Hancock,Capulet's wife,http://shakespeare.acropolis.org.uk/people/Sheila+Hancock
92DA3353,cast,Bernard Hepton,Montague,http://shakespeare.acropolis.org.uk/people/Bernard+Hepton
92DA3353,cast,Dilys Laye,Montague's wife,http://shakespeare.acropolis.org.uk/people/Dilys+Laye
92DA3353,cast,Norman Rodway,Prince,http://dbpedia.org/resource/Norman_Rodway
92DA3353,cast,Nicholas Farrell,Paris,http://shakespeare.acropolis.org.uk/people/Nicholas+Farrell
92DA3353,cast,Jimmy Yuill,Peter,http://shakespeare.acropolis.org.uk/people/Jimmy+Yuill
92DA3353,cast,Judi Dench,Nurse,http://dbpedia.org/resource/Judi_Dench
92DA3353,cast,Samantha Bond,Juliet,http://shakespeare.acropolis.org.uk/people/Samantha+Bond
92DA3353,cast,Derek Jacobi,Mercutio,http://dbpedia.org/resource/Derek_Jacobi
92DA3353,cast,Maurice Denham,Capulet's cousin,http://dbpedia.org/resource/Maurice_Denham
92DA3353,cast,Maurice Denham,Apothecary,http://dbpedia.org/resource/Maurice_Denham
92DA3353,cast,Richard Pearce,Page,http://shakespeare.acropolis.org.uk/people/Richard+Pearce
92DA3353,cast,John Gielgud,Friar Laurence,http://dbpedia.org/resource/John_Gielgud
92DA3353,cast,Richard Vernon,Friar John,http://shakespeare.acropolis.org.uk/people/Richard+Vernon
93HG0026,crew,Olivia Seligman,Producer,http://shakespeare.acropolis.org.uk/people/Olivia+Seligman
93WT1613,cast,Elizabeth Bell,Contributor,http://shakespeare.acropolis.org.uk/people/Elizabeth+Bell
93WT1613,crew,Bob Carlton,Director,http://shakespeare.acropolis.org.uk/people/Bob+Carlton
93WT1613,cast,Michael Maloney,Contributor,http://dbpedia.org/resource/Michael_Maloney
93WT1613,crew,Pat Pryor,Producer,http://shakespeare.acropolis.org.uk/people/Pat+Pryor
93WT1760,cast,Maya Angelou,Contributor,http://shakespeare.acropolis.org.uk/people/Maya+Angelou
93WT1760,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
93WT1760,cast,Andrew McAllister,Contributor,http://shakespeare.acropolis.org.uk/people/Andrew+McAllister
93DA3720,cast,Clare Holman,Beatrice,http://shakespeare.acropolis.org.uk/people/Clare+Holman
93DA3720,crew,Jane Dauncey,Producer,http://shakespeare.acropolis.org.uk/people/Jane+Dauncey
93DA3720,cast,Michael Maloney,Benedick,http://dbpedia.org/resource/Michael_Maloney
93DA3720,crew,Laurie Scott Baker,Music,http://shakespeare.acropolis.org.uk/people/Laurie+Scott+Baker
93DA3720,cast,Michael Sheen,Claudio,http://shakespeare.acropolis.org.uk/people/Michael+Sheen
93DA3720,cast,Stephen Thorne,Don Pedro,http://shakespeare.acropolis.org.uk/people/Stephen++Thorne
93DA3720,cast,Gerald James,Dogberry,http://shakespeare.acropolis.org.uk/people/Gerald+James
93DA3720,cast,Brendan Charleson,Borachio,http://shakespeare.acropolis.org.uk/people/Brendan+Charleson
93DA3720,cast,David Bradley,Don John,http://shakespeare.acropolis.org.uk/people/David+Bradley
93DA3720,cast,Gareth Owen,Conrade,http://shakespeare.acropolis.org.uk/people/Gareth+Owen
93DA3720,cast,Gwyn Vaughan Jones,Balthasar,http://shakespeare.acropolis.org.uk/people/Gwyn+Vaughan+Jones
93DA3720,cast,Islwyn Morris,Antonio,http://shakespeare.acropolis.org.uk/people/Islwyn+Morris
93DA3720,cast,Ivor Roberts,Leonato,http://shakespeare.acropolis.org.uk/people/Ivor+Roberts
93DA3720,cast,Lawmary Champion,Ursula,http://shakespeare.acropolis.org.uk/people/Lawmary+Champion
93DA3720,cast,Nicola Goodchild,Hero,http://shakespeare.acropolis.org.uk/people/Nicola+Goodchild
93DA3720,cast,Ray Llewellyn,Verges,http://shakespeare.acropolis.org.uk/people/Ray+Llewellyn
93DA3720,cast,Rhodri Hugh,Watchman,http://shakespeare.acropolis.org.uk/people/Rhodri+Hugh
93DA3720,cast,Rhodri Hugh,Sexton,http://shakespeare.acropolis.org.uk/people/Rhodri+Hugh
93DA3720,cast,Ruth Jones,Margaret,http://shakespeare.acropolis.org.uk/people/Ruth+Jones
93DA3720,cast,Simon Harris,Watchman,http://shakespeare.acropolis.org.uk/people/Simon+Harris
93DA3720,cast,Tony Leader,Friar Francis,http://shakespeare.acropolis.org.uk/people/Tony+Leader
93WT1640,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
93WT1640,crew,Sally Marmion,Producer,http://shakespeare.acropolis.org.uk/people/Sally+Marmion
93WT1640,cast,Garard Green,Contributor,http://shakespeare.acropolis.org.uk/people/Garard+Green
93WT1640,cast,Elizabeth Kelly,Contributor,http://shakespeare.acropolis.org.uk/people/Elizabeth+Kelly
93WT1640,cast,Gillian Tindall,Contributor,http://shakespeare.acropolis.org.uk/people/Gillian+Tindall
93WT1642,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
93WT1642,crew,Sally Marmion,Producer,http://shakespeare.acropolis.org.uk/people/Sally+Marmion
93WT1642,cast,Garard Green,Contributor,http://shakespeare.acropolis.org.uk/people/Garard+Green
93WT1642,cast,Elizabeth Kelly,Contributor,http://shakespeare.acropolis.org.uk/people/Elizabeth+Kelly
94DB4770,cast,Simon Callow,Contributor,http://shakespeare.acropolis.org.uk/people/Simon+Callow
94DB4770,crew,Ned Chaillet,Producer,http://shakespeare.acropolis.org.uk/people/Ned+Chaillet
94DB4771,cast,Simon Callow,Contributor,http://shakespeare.acropolis.org.uk/people/Simon+Callow
94DB4771,crew,Ned Chaillet,Producer,http://shakespeare.acropolis.org.uk/people/Ned+Chaillet
57SX6209,cast,John Gielgud,Lear,http://dbpedia.org/resource/John_Gielgud
57SX6209,crew,Glyn Dearman,Director,http://dbpedia.org/resource/Glyn_Dearman
57SX6209,cast,Emma Thompson,Cordelia,http://dbpedia.org/resource/Emma_Thompson
57SX6209,crew,Glyn Dearman,Producer,http://dbpedia.org/resource/Glyn_Dearman
57SX6209,cast,Richard Briers,Earl of Gloucester,http://shakespeare.acropolis.org.uk/people/Richard+Briers
57SX6209,crew,Kenneth Branagh,Director,http://dbpedia.org/resource/Kenneth_Branagh
57SX6209,cast,Michael Williams,Fool,http://shakespeare.acropolis.org.uk/people/Michael+Williams
57SX6209,crew,Patrick Doyle,Music,http://shakespeare.acropolis.org.uk/people/Patrick+Doyle
57SX6209,cast,Iain Glen,Edgar,http://shakespeare.acropolis.org.uk/people/Iain+Glen
57SX6209,cast,Bernard Cribbins,Messenger,http://shakespeare.acropolis.org.uk/people/Bernard+Cribbins
57SX6209,cast,Bob Hoskins,Oswald,http://dbpedia.org/resource/Bob_Hoskins
57SX6209,cast,Denis Quilley,Duke of Burgundy,http://dbpedia.org/resource/Denis_Quilley
57SX6209,cast,Derek Jacobi,King of France,http://dbpedia.org/resource/Derek_Jacobi
57SX6209,cast,Eileen Atkins,Regan,http://dbpedia.org/resource/Eileen_Atkins
57SX6209,cast,Harry Towb,Servant of Cornwall,http://shakespeare.acropolis.org.uk/people/Harry+Towb
57SX6209,cast,John Shrapnel,Duke of Albany,http://dbpedia.org/resource/John_Shrapnel
57SX6209,cast,Judi Dench,Goneril,http://dbpedia.org/resource/Judi_Dench
57SX6209,cast,Kenneth Branagh,Edmund,http://dbpedia.org/resource/Kenneth_Branagh
57SX6209,cast,Matthew Morgan,Gentleman,http://shakespeare.acropolis.org.uk/people/Matthew+Morgan
57SX6209,cast,Maurice Denham,Old Man,http://dbpedia.org/resource/Maurice_Denham
57SX6209,cast,Nickolas Grace,Gentleman,http://dbpedia.org/resource/Nickolas_Grace
57SX6209,cast,Peter Hall,Herald,http://shakespeare.acropolis.org.uk/people/Peter+Hall
57SX6209,cast,Robert Stephens,Duke of Cornwall,http://dbpedia.org/resource/Robert_Stephens
57SX6209,cast,Sam Dastor,Curan,http://dbpedia.org/resource/Sam_Dastor
57SX6209,cast,Simon Russell Beale,Knight,http://shakespeare.acropolis.org.uk/people/Simon+Russell+Beale
94DB4772,cast,Simon Callow,Contributor,http://shakespeare.acropolis.org.uk/people/Simon+Callow
94DB4773,cast,Simon Callow,Contributor,http://shakespeare.acropolis.org.uk/people/Simon+Callow
94DB4774,cast,Simon Callow,Contributor,http://shakespeare.acropolis.org.uk/people/Simon+Callow
94DB4775,cast,Simon Callow,Contributor,http://shakespeare.acropolis.org.uk/people/Simon+Callow
94DB4776,cast,Simon Callow,Contributor,http://shakespeare.acropolis.org.uk/people/Simon+Callow
93DA4502,cast,Ronald Pickup,Vincentio,http://dbpedia.org/resource/Ronald_Pickup
93DA4502,crew,Peter Kavanagh,Director,http://shakespeare.acropolis.org.uk/people/Peter+Kavanagh
93DA4502,cast,John Shrapnel,Angelo,http://dbpedia.org/resource/John_Shrapnel
93DA4502,crew,Peter Kavanagh,Adapter,http://shakespeare.acropolis.org.uk/people/Peter+Kavanagh
93DA4502,cast,Saskia Reeves,Isabella,http://shakespeare.acropolis.org.uk/people/Saskia+Reeves
93DA4502,crew,Stephen Warbeck,Music,http://shakespeare.acropolis.org.uk/people/Stephen+Warbeck
93DA4502,cast,James Frain,Claudio,http://dbpedia.org/resource/James_Frain
93DA4502,cast,Norman Rodway,Escalus,http://dbpedia.org/resource/Norman_Rodway
93DA4502,cast,Adrian Edmondson,Pompey,http://shakespeare.acropolis.org.uk/people/Adrian+Edmondson
93DA4502,cast,Alison Reid,Juliet,http://shakespeare.acropolis.org.uk/people/Alison+Reid
93DA4502,cast,Bill Nighy,Provost,http://shakespeare.acropolis.org.uk/people/Bill+Nighy
93DA4502,cast,Don McCorkindale,Barnardine,http://shakespeare.acropolis.org.uk/people/Don+McCorkindale
93DA4502,cast,Frances Jeater,Francesca a nun,http://shakespeare.acropolis.org.uk/people/Frances+Jeater
93DA4502,cast,Gavin Muir,Friar Peter,http://shakespeare.acropolis.org.uk/people/Gavin+Muir
93DA4502,cast,Ian Kelly,Froth,http://shakespeare.acropolis.org.uk/people/Ian+Kelly
93DA4502,cast,John Baddeley,Elbow,http://shakespeare.acropolis.org.uk/people/John+Baddeley
93DA4502,cast,Linda Marlowe,Mariana,http://shakespeare.acropolis.org.uk/people/Linda+Marlowe
93DA4502,cast,Peter Kenny,Gentleman,http://shakespeare.acropolis.org.uk/people/Peter+Kenny
93DA4502,cast,Simon Russell Beale,Lucio,http://shakespeare.acropolis.org.uk/people/Simon+Russell+Beale
93DA4502,cast,Tina Gray,Mistress Overdone,http://shakespeare.acropolis.org.uk/people/Tina+Gray
94WT5079,cast,Simon Rae,Presenter,http://shakespeare.acropolis.org.uk/people/Simon+Rae
94WT5079,crew,Paul Dodgson,Producer,http://shakespeare.acropolis.org.uk/people/Paul+Dodgson
94WT5079,cast,Kevin Flood,Contributor,http://shakespeare.acropolis.org.uk/people/Kevin+Flood
94WT5079,cast,Anne-Marie Horan,Contributor,http://shakespeare.acropolis.org.uk/people/Anne-Marie+Horan
94WT5079,cast,Brendan Kennelly,Contributor,http://shakespeare.acropolis.org.uk/people/Brendan+Kennelly
94WT5081,cast,Rosemary Leach,Contributor,http://dbpedia.org/resource/Rosemary_Leach
94WT5081,crew,Viv Beeby,Producer,http://shakespeare.acropolis.org.uk/people/Viv+Beeby
94WT5081,cast,Sally Cookson,Contributor,http://shakespeare.acropolis.org.uk/people/Sally+Cookson
94WT5081,cast,Gareth Owen,Contributor,http://shakespeare.acropolis.org.uk/people/Gareth+Owen
94WT5196,cast,Denys Hawthorne,Contributor,http://shakespeare.acropolis.org.uk/people/Denys+Hawthorne
94WT5196,crew,Susan Roberts,Producer,http://shakespeare.acropolis.org.uk/people/Susan+Roberts
